Transaction_ID,Customer_ID,Transaction_Type,Amount_Spent,Frequency,Payment_Method,Merchant_Category,Location
4029,323,Electricity,1935.9742030784194,20,Net Banking,Luxury Goods,Rural
4030,113,Hotel Stay,1338.8965362209085,29,Debit Card,Luxury Goods,Urban
4031,187,Ride Sharing,1923.0054252394093,5,Net Banking,Local Vendors,Rural
4032,66,Flights,777.4797982246489,25,UPI,Fuel Station,Suburban
4033,95,Public Transport,159.7757802722097,23,Credit Card,Online Marketplace,Urban
4034,477,Public Transport,500.721573320322,5,Credit Card,Fuel Station,Rural
4035,279,Flights,1416.5621602047402,18,UPI,Online Marketplace,Urban
4036,336,Public Transport,1436.3290426417554,17,Net Banking,Local Vendors,Urban
4037,386,Flights,271.0003894854331,17,UPI,Retail Store,Suburban
4038,414,Fuel,841.137470034588,4,Credit Card,Supermarket,Urban
4039,27,Ride Sharing,753.037494006694,12,Net Banking,Luxury Goods,Rural
4040,416,Groceries,171.9517166264103,3,Debit Card,Online Marketplace,Suburban
4041,111,Flights,708.044764594747,16,UPI,Online Marketplace,Urban
4042,61,Electricity,1665.5088069668454,17,UPI,Luxury Goods,Urban
4043,401,Public Transport,1979.1550765402878,9,Debit Card,Luxury Goods,Rural
4044,5,Fuel,1025.0806879725092,15,Cash,Fuel Station,Urban
4045,485,Electricity,1054.4566804152348,18,Credit Card,Retail Store,Urban
4046,275,Online Shopping,1771.1832190449666,8,Debit Card,Online Marketplace,Suburban
4047,242,Hotel Stay,1014.3208066004934,4,Cash,Local Vendors,Suburban
4048,329,Flights,1711.4274536698053,20,Debit Card,Local Vendors,Rural
4049,409,Public Transport,1769.410321682059,27,Cash,Luxury Goods,Suburban
4050,404,Ride Sharing,810.6816647720009,20,Debit Card,Fuel Station,Suburban
4051,301,Online Shopping,697.4746531283054,1,Net Banking,Local Vendors,Suburban
4052,432,Online Shopping,152.7105629508758,28,Net Banking,Supermarket,Suburban
4053,229,Electricity,1445.8813045800316,6,Credit Card,Supermarket,Rural
4054,212,Electricity,158.86529012305883,19,Cash,Local Vendors,Suburban
4055,5,Flights,1467.9974829224857,20,Debit Card,Local Vendors,Urban
4056,99,Electricity,690.3373423145983,25,Net Banking,Luxury Goods,Rural
4057,414,Flights,318.7174007313924,15,UPI,Local Vendors,Suburban
4058,12,Public Transport,1721.3277942227799,17,Net Banking,Retail Store,Urban
4059,222,Fuel,1271.2015399409586,15,Credit Card,Luxury Goods,Rural
4060,327,Fuel,1680.5619980864933,9,Cash,Online Marketplace,Suburban
4061,194,Fuel,802.7109147624176,17,Cash,Local Vendors,Suburban
4062,486,Flights,581.9160513106034,22,Credit Card,Supermarket,Suburban
4063,217,Public Transport,898.1520134173413,17,Credit Card,Supermarket,Urban
4064,490,Dining,732.9589192780809,24,Debit Card,Luxury Goods,Rural
4065,248,Dining,193.32500331180813,16,Net Banking,Local Vendors,Rural
4066,423,Dining,1963.736130314256,29,Credit Card,Supermarket,Suburban
4067,352,Flights,252.9883481138255,14,Credit Card,Local Vendors,Urban
4068,419,Hotel Stay,1447.1172359590173,21,Credit Card,Luxury Goods,Suburban
4069,269,Fuel,949.1968134138602,26,Net Banking,Retail Store,Suburban
4070,94,Hotel Stay,215.28007897617206,7,Net Banking,Retail Store,Suburban
4071,293,Electricity,33.744170884169435,28,Cash,Online Marketplace,Suburban
4072,279,Electricity,290.3855435509595,1,Credit Card,Supermarket,Suburban
4073,146,Electricity,19.705838419872574,13,Credit Card,Supermarket,Urban
4074,421,Flights,449.8907009139731,28,Debit Card,Supermarket,Rural
4075,449,Groceries,920.0341656465927,5,Debit Card,Fuel Station,Urban
4076,439,Electricity,160.6799778426876,29,Net Banking,Online Marketplace,Rural
4077,498,Groceries,1452.290119660629,29,UPI,Fuel Station,Suburban
4078,165,Hotel Stay,849.3087382439461,12,UPI,Supermarket,Suburban
4079,24,Fuel,1903.9662942617877,23,Cash,Local Vendors,Urban
4080,282,Fuel,1918.2925621881516,12,Credit Card,Local Vendors,Rural
4081,421,Fuel,1733.0783670446785,22,Debit Card,Retail Store,Urban
4082,86,Ride Sharing,220.54482855541173,13,Net Banking,Local Vendors,Suburban
4083,17,Groceries,535.2845076161038,8,Credit Card,Retail Store,Urban
4084,291,Dining,410.09760570817474,27,Debit Card,Local Vendors,Suburban
4085,418,Electricity,1507.5380754278237,20,Credit Card,Luxury Goods,Rural
4086,93,Fuel,1519.7954151026427,6,UPI,Online Marketplace,Urban
4087,435,Online Shopping,192.15695213321962,14,Net Banking,Online Marketplace,Urban
4088,401,Flights,1266.594175867702,20,Cash,Retail Store,Rural
4089,126,Electricity,567.9899117660973,23,Credit Card,Local Vendors,Rural
4090,460,Hotel Stay,44.52817202068951,17,Credit Card,Retail Store,Urban
4091,290,Hotel Stay,228.59338670680162,25,Cash,Luxury Goods,Rural
4092,95,Ride Sharing,1806.7342776544147,7,UPI,Fuel Station,Urban
4093,288,Online Shopping,1264.7928267971154,15,Cash,Retail Store,Suburban
4094,236,Groceries,1961.9436990972854,5,Cash,Fuel Station,Urban
4095,452,Dining,1931.1159849225014,11,Debit Card,Fuel Station,Urban
4096,2,Public Transport,1353.424518199477,4,Net Banking,Luxury Goods,Suburban
4097,252,Online Shopping,298.8595956452825,10,Cash,Supermarket,Rural
4098,461,Flights,302.5328193963591,29,Credit Card,Online Marketplace,Suburban
4099,257,Groceries,1104.9849984257257,12,Net Banking,Supermarket,Suburban
4100,205,Flights,691.9558798082602,16,Cash,Local Vendors,Urban
4101,388,Flights,441.0918773441069,20,Cash,Local Vendors,Suburban
4102,289,Groceries,317.3335496347448,26,Credit Card,Local Vendors,Urban
4103,310,Electricity,1043.8100087353343,15,Net Banking,Supermarket,Rural
4104,76,Ride Sharing,1356.264130528039,8,Credit Card,Retail Store,Urban
4105,406,Online Shopping,569.0435886463746,3,Credit Card,Local Vendors,Suburban
4106,461,Online Shopping,1337.717532529392,23,Net Banking,Online Marketplace,Suburban
4107,355,Dining,1370.0246103110198,19,Net Banking,Supermarket,Rural
4108,103,Online Shopping,986.8185207189072,6,Cash,Retail Store,Urban
4109,479,Online Shopping,1755.1213487060177,10,Credit Card,Online Marketplace,Suburban
4110,310,Hotel Stay,1445.1189987990047,28,Debit Card,Retail Store,Urban
4111,149,Groceries,635.8253914790316,22,Debit Card,Local Vendors,Rural
4112,191,Flights,175.46160956592237,28,Debit Card,Supermarket,Rural
4113,174,Dining,1569.7121667856359,4,Debit Card,Supermarket,Suburban
4114,96,Groceries,624.8251380905427,4,Credit Card,Luxury Goods,Rural
4115,375,Flights,461.41418622506694,22,Credit Card,Luxury Goods,Rural
4116,410,Hotel Stay,877.8454912075157,8,Credit Card,Luxury Goods,Urban
4117,245,Ride Sharing,431.2783795063516,1,Credit Card,Local Vendors,Urban
4118,163,Online Shopping,1989.5397560178126,28,UPI,Luxury Goods,Rural
4119,331,Groceries,987.6417950893086,1,Cash,Retail Store,Urban
4120,142,Online Shopping,806.5292176999968,10,Net Banking,Supermarket,Urban
4121,359,Ride Sharing,1268.3639723093747,13,Debit Card,Retail Store,Suburban
4122,255,Dining,631.1665089984266,10,Net Banking,Supermarket,Suburban
4123,12,Hotel Stay,1936.3115587782013,19,Net Banking,Retail Store,Rural
4124,416,Public Transport,1956.756507802336,1,UPI,Online Marketplace,Urban
4125,94,Groceries,1370.1161501132958,20,Net Banking,Local Vendors,Suburban
4126,349,Hotel Stay,1890.4105917586837,6,UPI,Luxury Goods,Rural
4127,60,Fuel,1120.626656850768,20,UPI,Supermarket,Urban
4128,237,Public Transport,431.4846014046468,3,Cash,Luxury Goods,Suburban
4129,126,Flights,1887.270779068031,13,Debit Card,Retail Store,Rural
4130,324,Flights,980.9661242631074,1,Net Banking,Local Vendors,Rural
4131,480,Fuel,937.2766167836733,11,UPI,Retail Store,Urban
4132,179,Public Transport,1707.6517232075842,10,UPI,Online Marketplace,Suburban
4133,385,Flights,1824.9792796196534,18,Cash,Online Marketplace,Suburban
4134,465,Public Transport,1024.3473922760404,22,Credit Card,Luxury Goods,Rural
4135,391,Dining,1204.6852368803727,26,Credit Card,Supermarket,Suburban
4136,437,Ride Sharing,264.91333476214004,23,Credit Card,Fuel Station,Rural
4137,244,Ride Sharing,1941.7425622500525,24,Debit Card,Luxury Goods,Suburban
4138,104,Ride Sharing,143.12114303282902,8,Credit Card,Luxury Goods,Suburban
4139,192,Public Transport,600.5922872465017,9,Credit Card,Luxury Goods,Urban
4140,263,Online Shopping,136.5212087527593,14,UPI,Retail Store,Suburban
4141,225,Hotel Stay,728.7717574140025,7,Debit Card,Supermarket,Suburban
4142,107,Online Shopping,807.0832947128747,4,Debit Card,Supermarket,Urban
4143,486,Groceries,695.6136602424526,1,Debit Card,Retail Store,Urban
4144,212,Hotel Stay,1449.1369772737676,4,Cash,Fuel Station,Urban
4145,351,Flights,325.72634296659066,24,UPI,Online Marketplace,Suburban
4146,418,Hotel Stay,503.55398413499404,7,Credit Card,Fuel Station,Suburban
4147,417,Ride Sharing,1606.3894386769168,3,Debit Card,Local Vendors,Suburban
4148,250,Dining,595.802351272517,4,Credit Card,Supermarket,Urban
4149,81,Fuel,147.99050311348103,24,Net Banking,Online Marketplace,Rural
4150,8,Public Transport,141.87952708997233,28,Cash,Online Marketplace,Suburban
4151,116,Ride Sharing,274.5604222214118,24,Cash,Supermarket,Suburban
4152,344,Electricity,76.65634384517283,29,Credit Card,Local Vendors,Suburban
4153,498,Public Transport,1303.7544382861468,22,Credit Card,Retail Store,Rural
4154,348,Groceries,1932.959899769535,7,Debit Card,Supermarket,Urban
4155,187,Dining,299.0121195236901,16,Credit Card,Fuel Station,Suburban
4156,371,Public Transport,1847.7143607283656,29,Cash,Supermarket,Suburban
4157,292,Online Shopping,1658.7390809087237,4,Net Banking,Luxury Goods,Urban
4158,28,Fuel,264.6080779567612,9,UPI,Luxury Goods,Urban
4159,2,Ride Sharing,1477.5671211796168,14,Net Banking,Supermarket,Urban
4160,150,Ride Sharing,1566.0156033930302,3,Net Banking,Supermarket,Suburban
4161,94,Electricity,1247.3333352146378,15,Net Banking,Local Vendors,Rural
4162,104,Dining,1780.7586872960287,17,UPI,Online Marketplace,Suburban
4163,428,Public Transport,1866.0364899679787,24,Cash,Retail Store,Urban
4164,14,Flights,1608.7751390068502,13,Credit Card,Local Vendors,Rural
4165,362,Hotel Stay,70.03816430728935,7,Net Banking,Luxury Goods,Rural
4166,252,Public Transport,1782.4175094835632,2,Net Banking,Fuel Station,Suburban
4167,209,Online Shopping,1242.044497389123,10,Debit Card,Supermarket,Urban
4168,470,Flights,583.373333232559,9,Debit Card,Online Marketplace,Suburban
4169,424,Fuel,280.59637394517296,10,UPI,Supermarket,Suburban
4170,212,Fuel,1694.332120077988,4,Net Banking,Supermarket,Rural
4171,466,Electricity,1638.872547622369,12,UPI,Luxury Goods,Rural
4172,6,Public Transport,323.05696678816423,4,Cash,Local Vendors,Rural
4173,41,Electricity,317.25463236816034,16,Net Banking,Online Marketplace,Suburban
4174,299,Online Shopping,324.3618953272463,16,Debit Card,Supermarket,Urban
4175,260,Ride Sharing,265.17728123755353,2,Cash,Retail Store,Urban
4176,459,Electricity,286.29527146016954,7,Debit Card,Fuel Station,Urban
4177,233,Public Transport,304.13274470815685,24,Debit Card,Retail Store,Urban
4178,23,Fuel,255.5585929833377,20,UPI,Fuel Station,Urban
4179,13,Online Shopping,1693.7936992838452,11,Debit Card,Luxury Goods,Rural
4180,112,Hotel Stay,1923.477305420028,19,Credit Card,Retail Store,Suburban
4181,143,Fuel,1352.2518509175898,29,Debit Card,Local Vendors,Urban
4182,461,Flights,180.26402773166157,8,Cash,Online Marketplace,Rural
4183,26,Ride Sharing,731.9026828878539,26,Debit Card,Luxury Goods,Suburban
4184,346,Fuel,63.07587608068152,15,Credit Card,Online Marketplace,Rural
4185,412,Hotel Stay,1562.3706956042092,11,Credit Card,Fuel Station,Rural
4186,180,Fuel,885.3918697876837,24,Net Banking,Fuel Station,Urban
4187,54,Fuel,36.07254279221054,27,Debit Card,Online Marketplace,Suburban
4188,350,Fuel,1239.312939638863,29,UPI,Online Marketplace,Urban
4189,260,Online Shopping,295.5415069275415,18,Credit Card,Supermarket,Rural
4190,432,Groceries,1641.5493077328965,3,Cash,Local Vendors,Suburban
4191,493,Hotel Stay,1359.9235450040755,17,Debit Card,Luxury Goods,Rural
4192,324,Fuel,330.3202635054378,28,Net Banking,Retail Store,Rural
4193,65,Ride Sharing,813.861297749087,6,Debit Card,Local Vendors,Rural
4194,95,Electricity,487.74147356917786,9,Debit Card,Luxury Goods,Rural
4195,80,Hotel Stay,744.3962346583578,14,Debit Card,Luxury Goods,Suburban
4196,103,Fuel,1223.9333154441445,11,UPI,Online Marketplace,Urban
4197,446,Flights,1989.4448881060948,5,Net Banking,Fuel Station,Urban
4198,81,Online Shopping,1547.2411414894575,23,Cash,Fuel Station,Urban
4199,414,Groceries,1797.303970224461,20,Debit Card,Local Vendors,Suburban
4200,431,Public Transport,1453.484478240874,6,UPI,Supermarket,Urban
4201,465,Flights,1836.1182407704925,19,Credit Card,Supermarket,Urban
4202,414,Hotel Stay,1881.8485070992613,14,Debit Card,Local Vendors,Suburban
4203,179,Dining,1967.5115077829741,27,UPI,Retail Store,Urban
4204,30,Hotel Stay,1366.1633245723588,2,Debit Card,Retail Store,Rural
4205,362,Electricity,902.3837592167116,23,Debit Card,Online Marketplace,Urban
4206,405,Online Shopping,1718.864041322139,20,UPI,Luxury Goods,Suburban
4207,500,Electricity,260.8555081079676,29,UPI,Local Vendors,Urban
4208,140,Fuel,1993.5123562602132,3,UPI,Fuel Station,Urban
4209,111,Online Shopping,1783.4561200018318,29,UPI,Retail Store,Suburban
4210,279,Flights,219.0660062251273,4,Net Banking,Fuel Station,Rural
4211,86,Electricity,1524.5813211822233,28,Net Banking,Local Vendors,Rural
4212,464,Dining,761.8054187038623,24,UPI,Online Marketplace,Urban
4213,43,Flights,1647.1580436935346,6,Credit Card,Local Vendors,Rural
4214,427,Electricity,1615.2081226988546,14,Debit Card,Supermarket,Rural
4215,465,Ride Sharing,890.2569375901239,18,Debit Card,Online Marketplace,Suburban
4216,165,Flights,276.53004733887786,19,UPI,Supermarket,Rural
4217,101,Dining,1231.8424489909228,7,Credit Card,Local Vendors,Urban
4218,76,Fuel,1183.544164243199,15,Cash,Fuel Station,Rural
4219,140,Dining,1999.6072633564886,4,Credit Card,Luxury Goods,Rural
4220,228,Fuel,1294.106188798214,10,UPI,Retail Store,Rural
4221,136,Dining,1129.2858826246124,3,Credit Card,Local Vendors,Urban
4222,403,Ride Sharing,1730.8655930716393,8,Debit Card,Local Vendors,Urban
4223,379,Fuel,1824.4612427340408,6,Cash,Local Vendors,Rural
4224,268,Groceries,518.043485378032,15,Net Banking,Fuel Station,Suburban
4225,229,Groceries,1383.481990661505,14,UPI,Local Vendors,Suburban
4226,162,Fuel,194.98417364329384,18,Credit Card,Luxury Goods,Urban
4227,36,Hotel Stay,1923.458439152708,3,Cash,Online Marketplace,Suburban
4228,141,Online Shopping,1656.3579282998812,10,Cash,Luxury Goods,Urban
4229,268,Dining,158.4396530658369,18,Debit Card,Local Vendors,Suburban
4230,386,Groceries,1280.522949643605,16,UPI,Retail Store,Rural
4231,115,Public Transport,519.150130595671,22,Credit Card,Retail Store,Urban
4232,500,Fuel,1833.496033327325,27,Credit Card,Supermarket,Rural
4233,346,Groceries,570.0721336304939,20,Cash,Local Vendors,Urban
4234,210,Public Transport,525.2157517649953,27,Debit Card,Online Marketplace,Suburban
4235,221,Hotel Stay,950.3559454953828,4,Cash,Local Vendors,Rural
4236,116,Flights,37.785226690786764,8,UPI,Luxury Goods,Suburban
4237,253,Online Shopping,1626.8100139500175,8,UPI,Local Vendors,Rural
4238,462,Groceries,921.8929549308426,10,Cash,Online Marketplace,Urban
4239,249,Dining,804.2393827669033,7,UPI,Luxury Goods,Urban
4240,477,Groceries,425.0127597548069,8,UPI,Luxury Goods,Urban
4241,196,Public Transport,174.26836744478106,7,Cash,Fuel Station,Rural
4242,297,Ride Sharing,1963.7342913424816,12,Debit Card,Luxury Goods,Rural
4243,148,Ride Sharing,593.7571636581648,13,Cash,Online Marketplace,Suburban
4244,415,Fuel,1360.0852227435596,17,Cash,Fuel Station,Urban
4245,427,Ride Sharing,696.5608648345465,13,Cash,Local Vendors,Urban
4246,20,Public Transport,1432.3276624666908,7,Net Banking,Supermarket,Suburban
4247,358,Online Shopping,23.68503221608352,11,UPI,Local Vendors,Suburban
4248,239,Hotel Stay,742.8824566134625,14,UPI,Luxury Goods,Urban
4249,498,Groceries,1727.087571152633,6,Net Banking,Retail Store,Rural
4250,246,Ride Sharing,1726.8322924022962,15,UPI,Retail Store,Urban
4251,251,Online Shopping,1470.3359830705344,8,Net Banking,Local Vendors,Rural
4252,235,Electricity,1850.0655423973885,22,Net Banking,Luxury Goods,Suburban
4253,414,Groceries,1604.9374635877668,23,Debit Card,Luxury Goods,Suburban
4254,357,Groceries,465.44392130244063,21,UPI,Luxury Goods,Urban
4255,486,Dining,1540.697851879218,10,UPI,Local Vendors,Rural
4256,325,Public Transport,26.594410379589817,3,Net Banking,Fuel Station,Rural
4257,497,Groceries,386.21807632425794,19,Cash,Supermarket,Urban
4258,64,Flights,69.51093967304175,17,Net Banking,Luxury Goods,Rural
4259,397,Electricity,1297.299152237754,2,Cash,Retail Store,Urban
4260,60,Public Transport,1391.011298666646,11,Net Banking,Retail Store,Suburban
4261,339,Electricity,1945.3587283263216,11,Cash,Supermarket,Urban
4262,283,Ride Sharing,384.5119606813343,23,Net Banking,Local Vendors,Rural
4263,231,Groceries,1001.3477604773295,23,Cash,Supermarket,Rural
4264,48,Flights,1194.46107881787,17,Cash,Local Vendors,Suburban
4265,355,Dining,561.4669005950257,28,Net Banking,Retail Store,Suburban
4266,171,Fuel,1643.4038504650405,18,Debit Card,Fuel Station,Urban
4267,166,Groceries,358.70920289882946,9,Cash,Retail Store,Rural
4268,103,Online Shopping,1256.0774107491286,24,Debit Card,Local Vendors,Rural
4269,295,Public Transport,858.8923424818206,14,Cash,Local Vendors,Urban
4270,244,Hotel Stay,613.1860338149571,22,Net Banking,Luxury Goods,Urban
4271,85,Groceries,423.45986004137933,28,Cash,Online Marketplace,Urban
4272,404,Flights,1797.5870098663736,22,Credit Card,Luxury Goods,Urban
4273,39,Fuel,1889.6667714785106,6,Net Banking,Supermarket,Rural
4274,301,Dining,436.4238893212769,17,Net Banking,Retail Store,Urban
4275,217,Flights,330.50231079609506,22,UPI,Online Marketplace,Suburban
4276,381,Online Shopping,909.097504204044,20,Debit Card,Online Marketplace,Rural
4277,418,Electricity,1071.9911946594627,12,Cash,Online Marketplace,Suburban
4278,3,Dining,247.81726679031107,15,Debit Card,Supermarket,Suburban
4279,113,Electricity,1374.54797594375,10,Cash,Fuel Station,Suburban
4280,404,Hotel Stay,1138.7014642369593,16,Credit Card,Retail Store,Rural
4281,433,Public Transport,537.601459086563,24,Credit Card,Fuel Station,Suburban
4282,325,Dining,555.7266222605182,11,Net Banking,Local Vendors,Rural
4283,203,Dining,1575.6852581341873,14,Credit Card,Luxury Goods,Rural
4284,286,Online Shopping,37.618251383041894,29,Debit Card,Luxury Goods,Urban
4285,25,Flights,692.1360502024852,25,UPI,Online Marketplace,Urban
4286,160,Electricity,900.3133930146737,15,Credit Card,Luxury Goods,Urban
4287,156,Dining,577.6804052656689,18,Debit Card,Online Marketplace,Rural
4288,158,Electricity,1780.36674949102,7,UPI,Supermarket,Suburban
4289,4,Public Transport,936.505727266691,17,Credit Card,Online Marketplace,Suburban
4290,118,Public Transport,386.10577553380915,23,Debit Card,Supermarket,Rural
4291,478,Flights,1022.8118314514171,27,Net Banking,Luxury Goods,Urban
4292,245,Ride Sharing,1943.5819732781104,17,Net Banking,Online Marketplace,Urban
4293,80,Dining,319.5304320758721,10,Debit Card,Luxury Goods,Rural
4294,375,Groceries,491.1106935654198,8,UPI,Supermarket,Rural
4295,12,Electricity,1351.9542158185068,11,UPI,Luxury Goods,Urban
4296,425,Groceries,1475.611258104751,21,Credit Card,Online Marketplace,Suburban
4297,200,Ride Sharing,438.69222605801514,21,Net Banking,Online Marketplace,Rural
4298,43,Public Transport,1646.9266296693634,6,Credit Card,Retail Store,Urban
4299,44,Hotel Stay,471.0277137228444,11,Cash,Retail Store,Rural
4300,349,Online Shopping,428.8881908651233,21,Cash,Fuel Station,Rural
4301,284,Ride Sharing,1418.3509049901763,17,Credit Card,Luxury Goods,Suburban
4302,333,Online Shopping,303.6367031181875,18,Debit Card,Luxury Goods,Rural
4303,214,Public Transport,454.6750666782166,19,UPI,Online Marketplace,Urban
4304,344,Public Transport,1241.4843018731237,5,UPI,Online Marketplace,Rural
4305,88,Groceries,554.3456883618524,28,Debit Card,Luxury Goods,Rural
4306,416,Flights,388.13218534588896,19,Cash,Supermarket,Urban
4307,307,Fuel,1495.2109165465672,27,Credit Card,Local Vendors,Suburban
4308,15,Hotel Stay,1777.4383914911464,1,Credit Card,Fuel Station,Suburban
4309,90,Fuel,1773.8008948739275,11,Cash,Luxury Goods,Rural
4310,359,Electricity,1951.9663295239955,5,Net Banking,Online Marketplace,Suburban
4311,360,Online Shopping,1233.683460070562,15,Credit Card,Fuel Station,Urban
4312,267,Dining,825.6483615527056,21,Credit Card,Fuel Station,Rural
4313,293,Dining,1645.2653297348513,1,Credit Card,Retail Store,Urban
4314,229,Flights,734.5533849218145,6,Net Banking,Local Vendors,Rural
4315,448,Online Shopping,222.97897196776285,12,Debit Card,Local Vendors,Suburban
4316,12,Public Transport,1217.8415822634536,20,Cash,Retail Store,Rural
4317,77,Public Transport,1182.9832256574005,28,Cash,Fuel Station,Urban
4318,23,Hotel Stay,1320.1128541436826,3,Net Banking,Local Vendors,Rural
4319,434,Fuel,114.86366973808981,2,Net Banking,Local Vendors,Urban
4320,414,Groceries,1099.9413785627423,15,Cash,Retail Store,Suburban
4321,55,Groceries,1799.211050134798,5,Debit Card,Retail Store,Rural
4322,340,Ride Sharing,1817.3347790308926,24,Credit Card,Supermarket,Rural
4323,43,Ride Sharing,1807.2512255548424,25,Credit Card,Luxury Goods,Urban
4324,271,Electricity,1853.1585879108134,3,Debit Card,Online Marketplace,Urban
4325,142,Flights,899.7352447459682,21,Cash,Luxury Goods,Rural
4326,98,Fuel,1954.8583166208566,27,UPI,Local Vendors,Urban
4327,74,Groceries,832.3963940350496,23,UPI,Local Vendors,Rural
4328,210,Online Shopping,846.2968430150481,17,Debit Card,Retail Store,Urban
4329,338,Electricity,899.5408222259836,23,Net Banking,Online Marketplace,Rural
4330,317,Dining,981.661952603238,9,Debit Card,Retail Store,Suburban
4331,433,Online Shopping,248.98986259721968,1,Cash,Supermarket,Suburban
4332,9,Public Transport,343.01047647211163,25,Cash,Local Vendors,Rural
4333,185,Ride Sharing,1950.9002834177345,19,Debit Card,Luxury Goods,Urban
4334,441,Fuel,228.6139574529004,23,Net Banking,Luxury Goods,Suburban
4335,40,Electricity,1577.028420145786,16,Cash,Luxury Goods,Suburban
4336,147,Dining,1928.227310627457,15,UPI,Retail Store,Urban
4337,261,Electricity,711.6929497721053,12,Debit Card,Local Vendors,Suburban
4338,238,Electricity,1494.441268873629,1,UPI,Retail Store,Urban
4339,342,Groceries,1286.3718481853398,3,Net Banking,Supermarket,Rural
4340,414,Groceries,634.4622470544687,13,Net Banking,Fuel Station,Rural
4341,375,Ride Sharing,128.1648066845263,5,Debit Card,Supermarket,Urban
4342,348,Dining,1262.8395385203762,28,Debit Card,Supermarket,Rural
4343,292,Hotel Stay,219.9128832634889,16,Credit Card,Fuel Station,Rural
4344,230,Electricity,1647.1558595628258,5,Credit Card,Retail Store,Suburban
4345,251,Fuel,1192.3833065915665,9,Cash,Local Vendors,Suburban
4346,403,Fuel,672.3602339050152,14,Net Banking,Fuel Station,Rural
4347,262,Online Shopping,289.8233537567808,11,Net Banking,Local Vendors,Suburban
4348,14,Electricity,1877.6942121063557,27,UPI,Retail Store,Rural
4349,231,Hotel Stay,129.47182820086027,19,Net Banking,Luxury Goods,Rural
4350,24,Fuel,1370.8692732599561,10,Debit Card,Supermarket,Rural
4351,333,Electricity,1429.846245265987,13,Credit Card,Local Vendors,Rural
4352,129,Hotel Stay,174.71138796401632,29,Credit Card,Fuel Station,Suburban
4353,269,Ride Sharing,1897.6461969068841,3,Credit Card,Fuel Station,Suburban
4354,283,Flights,1598.995023343763,24,UPI,Fuel Station,Suburban
4355,224,Online Shopping,1049.1994552107,26,Debit Card,Luxury Goods,Suburban
4356,492,Ride Sharing,806.2977829364432,26,Cash,Fuel Station,Rural
4357,217,Groceries,1885.5894889980723,8,Net Banking,Luxury Goods,Rural
4358,23,Dining,884.2597221116512,29,Credit Card,Local Vendors,Rural
4359,88,Ride Sharing,1321.353935224997,15,Debit Card,Local Vendors,Urban
4360,375,Fuel,377.40961216666597,21,UPI,Luxury Goods,Suburban
4361,60,Hotel Stay,1245.943734117802,25,Debit Card,Supermarket,Urban
4362,351,Flights,1027.3648225376023,29,UPI,Supermarket,Rural
4363,322,Fuel,1683.2651087485312,29,Net Banking,Retail Store,Urban
4364,303,Dining,245.07581452749463,7,Net Banking,Fuel Station,Urban
4365,487,Electricity,1626.7082071507677,10,UPI,Fuel Station,Urban
4366,492,Ride Sharing,707.9065130042494,29,Net Banking,Online Marketplace,Suburban
4367,238,Ride Sharing,1434.294757286065,27,Debit Card,Retail Store,Urban
4368,65,Ride Sharing,21.707843819537075,18,UPI,Retail Store,Rural
4369,257,Public Transport,1450.4281691508672,14,Cash,Supermarket,Rural
4370,95,Dining,977.7990098637075,29,Credit Card,Online Marketplace,Suburban
4371,286,Fuel,1616.820445080587,12,Cash,Luxury Goods,Urban
4372,336,Hotel Stay,664.3708369106708,10,Credit Card,Local Vendors,Rural
4373,255,Electricity,1774.6959373658392,26,UPI,Fuel Station,Rural
4374,468,Hotel Stay,628.1255084595975,19,Cash,Fuel Station,Suburban
4375,9,Fuel,1406.6869004345745,13,Net Banking,Retail Store,Rural
4376,324,Dining,879.3516425263309,5,Credit Card,Retail Store,Urban
4377,48,Online Shopping,1286.356208719582,27,Cash,Luxury Goods,Suburban
4378,274,Hotel Stay,1391.5166623722405,28,Credit Card,Local Vendors,Rural
4379,368,Online Shopping,777.3385495163182,10,Cash,Supermarket,Suburban
4380,491,Fuel,85.3017213444719,24,Net Banking,Local Vendors,Suburban
4381,60,Online Shopping,1002.6312176518256,29,Credit Card,Fuel Station,Urban
4382,420,Hotel Stay,1881.692219685293,10,Cash,Local Vendors,Suburban
4383,350,Public Transport,1933.5371100969064,17,Credit Card,Local Vendors,Rural
4384,265,Groceries,1720.214106903362,27,Net Banking,Retail Store,Suburban
4385,116,Online Shopping,244.2432872687396,11,Debit Card,Supermarket,Rural
4386,268,Electricity,566.8002928112822,25,Credit Card,Local Vendors,Suburban
4387,173,Flights,660.2924345319677,8,Credit Card,Fuel Station,Rural
4388,78,Online Shopping,484.8241044014078,28,UPI,Local Vendors,Urban
4389,481,Dining,1397.2656559213917,21,UPI,Luxury Goods,Urban
4390,489,Ride Sharing,1855.6290293330192,26,UPI,Supermarket,Urban
4391,243,Online Shopping,1587.0018478065178,6,Debit Card,Online Marketplace,Suburban
4392,229,Hotel Stay,1143.8435389495774,1,UPI,Luxury Goods,Urban
4393,283,Dining,1845.8674763556069,4,Credit Card,Supermarket,Urban
4394,419,Dining,1100.5167190778548,7,Credit Card,Local Vendors,Suburban
4395,203,Dining,1807.11235542606,28,Debit Card,Online Marketplace,Suburban
4396,460,Groceries,156.11381021585143,28,Debit Card,Fuel Station,Suburban
4397,365,Ride Sharing,1542.4175861128142,23,Debit Card,Supermarket,Rural
